timestamp,open,high,low,close,volume,SMA_50,SMA_200,RSI
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,34081.0,34081.0,
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,34303.445,34303.445,
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,34360.54,34360.54,
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,34430.3475,34430.3475,
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,34628.564,34628.564,
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,34680.735,34680.735,
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,34685.88428571429,34685.88428571429,
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,34732.9075,34732.9075,
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,34763.904444444444,34763.904444444444,
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,34792.123,34792.123,
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,34847.30454545454,34847.30454545454,
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,34912.089166666665,34912.089166666665,
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,35049.70461538462,35049.70461538462,
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,35210.55642857143,35210.55642857143,
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,35338.51933333334,35338.51933333334,80.4640446339719
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,35446.369999999995,35446.369999999995,77.43900857036607
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,35506.16764705882,35506.16764705882,69.20862252863611
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,35508.66888888889,35508.66888888889,57.695230311483705
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,35632.32842105263,35632.32842105263,66.36002433086756
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,35658.8875,35658.8875,57.053189843665265
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,35704.36523809523,35704.36523809523,60.672743924804635
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,35743.62590909091,35743.62590909091,58.767906607935686
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,35813.89695652174,35813.89695652174,62.583120040129174
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,35882.01708333333,35882.01708333333,62.80125183945173
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,35876.4024,35876.4024,51.59484071148343
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,35935.32307692308,35935.32307692308,57.32205343610476
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,35985.654814814814,35985.654814814814,52.644045404177604
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,36047.36607142857,36047.36607142857,51.866309297929924
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,36107.13517241379,36107.13517241379,52.976072318186844
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,36151.81166666667,36151.81166666667,51.71130434161441
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,36187.00161290323,36187.00161290323,53.60918076128039
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,36237.9975,36237.9975,60.832500558898346
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,36286.98666666667,36286.98666666667,49.978281505848145
2023-11-30,37854.65,38145.85,37500.0,37723.96,24740.29147,36329.25058823529,36329.25058823529,61.76495867619051
2023-12-01,37723.97,38999.0,37615.86,38682.52,43415.66324,36396.48685714286,36396.48685714286,64.48615670763819
2023-12-02,38682.51,39717.14,38641.61,39450.35,26696.92161,36481.31638888889,36481.31638888889,68.33042268247112
2023-12-03,39450.35,40250.0,39274.86,39972.26,26710.65335,36575.66621621621,36575.66621621621,67.20477128797381
2023-12-04,39972.26,42420.0,39972.26,41991.1,79272.33059,36718.17763157895,36718.17763157895,73.85171182524681
2023-12-05,41991.1,44488.0,41414.0,44073.32,67490.74644,36906.77102564103,36906.77102564103,92.09151376818843
2023-12-06,44073.82,44297.21,43335.28,43762.69,51431.10492,37078.169,37078.169,87.19896780599065
2023-12-07,43762.69,44047.33,42821.1,43273.14,47103.26845,37229.26585365854,37229.26585365854,83.52686922700784
2023-12-08,43273.15,44700.0,43081.1,44170.99,42900.37556,37394.545,37394.545,84.3659660162553
2023-12-09,44171.0,44358.02,43584.51,43713.6,24925.97008,37541.49976744186,37541.49976744186,80.31530744366334
2023-12-10,43713.59,44049.0,43563.0,43789.51,18956.61758,37683.5,37683.5,83.28113651915817
2023-12-11,43789.5,43804.5,40222.0,41253.4,76663.89804,37762.83111111111,37762.83111111111,66.90934295269078
2023-12-12,41253.41,42104.12,40680.0,41492.39,42722.69773,37843.90847826087,37843.90847826087,65.94099758380312
2023-12-13,41492.38,43475.2,40555.0,42869.03,45865.99773,37950.82595744681,37950.82595744681,69.49135939908777
2023-12-14,42869.03,43420.0,41400.0,43022.26,42047.05709,38056.480833333335,38056.480833333335,70.55890035900373
2023-12-15,43022.26,43080.81,41666.0,41940.3,33421.7932,38135.74244897959,38135.74244897959,62.521196765946215
2023-12-16,41940.29,42724.43,41605.0,42278.03,24118.85747,38218.5882,38218.5882,61.23972093082418
2023-12-17,42278.02,42424.07,41252.0,41374.65,27722.11452,38364.4612,38280.471764705886,55.410275739308034
2023-12-18,41374.64,42757.81,40542.93,42657.8,46734.0925,38527.0994,38364.65115384615,52.726847360352885
2023-12-19,42657.8,43497.0,41811.1,42275.99,40927.86444,38683.1246,38438.450000000004,41.461071631163215
2023-12-20,42275.99,44283.0,42206.0,43668.93,48710.2947,38863.707800000004,38535.310740740744,49.596093270748455
2023-12-21,43668.92,44242.35,43286.72,43861.8,34624.29384,39032.5152,38632.156,52.602396471782406
2023-12-22,43861.79,44398.26,43412.54,43969.04,32783.19638,39213.0642,38727.457500000004,49.04010228768889
2023-12-23,43969.04,43988.68,43291.1,43702.16,16557.1293,39392.7718,38814.73298245614,49.9446210803924
2023-12-24,43702.15,43946.0,42500.0,42991.5,25144.33496,39551.3604,38886.74620689655,46.36063552175883
2023-12-25,42991.5,43802.32,42720.43,43576.13,27021.23992,39722.6454,38966.2272881356,62.886715763567
2023-12-26,43576.12,43592.68,41637.6,42508.93,41010.04282,39871.902200000004,39025.272333333334,55.16517755520146
2023-12-27,42508.93,43677.0,42098.69,43428.85,36191.21136,40032.49679999999,39097.46213114754,52.98297028858861
2023-12-28,43428.86,43787.57,42241.79,42563.76,35150.52485,40171.2776,39153.370161290324,47.729177273744824
2023-12-29,42563.76,43111.0,41300.0,42066.95,42597.18912,40278.5948,39199.61746031746,50.66585631803798
2023-12-30,42066.94,42612.32,41520.3,42140.28,22906.57818,40375.3678,39245.5653125,49.25507602821139
2023-12-31,42140.29,42899.0,41965.84,42283.58,23585.91603,40478.4394,39292.304,55.35557511757836
2024-01-01,42283.58,44184.1,42180.77,44179.55,27174.29903,40620.747800000005,39366.35318181818,58.36250432756507
2024-01-02,44179.55,45879.63,44148.34,44946.91,65146.40661,40790.4274,39449.64507462687,64.08089243162314
2024-01-03,44946.91,45500.0,40750.0,42845.23,81194.55173,40936.3082,39499.58014705883,45.95945821323388
2024-01-04,42845.23,44729.58,42613.77,44151.1,48038.06334,41062.1662,39566.99347826087,51.27941595302999
2024-01-05,44151.1,44357.46,42450.0,44145.11,48075.25327,41221.7982,39632.395142857145,50.7856977747711
2024-01-06,44145.12,44214.42,43397.05,43968.32,17835.06144,41368.8862,39693.464507042256,51.19734403397331
2024-01-07,43968.32,44480.59,43572.09,43929.02,23023.8508,41516.1046,39752.291666666664,54.48864528632875
2024-01-08,43929.01,47248.99,43175.0,46951.04,72814.57589,41707.9282,39850.90465753424,63.100717899667956
2024-01-09,46951.04,47972.0,44748.67,46110.0,69927.66617,41881.1526,39935.487027027026,64.22845050009995
